,tweet
11125,Kamala Harris and Mike Pence take the debate stage for their first and only showdown of the 2020 presidential race
11126,Follow live
11127,Kentucky Attorney General Daniel Cameron has filed a motion to keep grand jury proceedings and testimony secret in the Breonna Taylor case
11128,Canada plans to ban singleuse plastics — checkout bags straws stir sticks sixpack rings cutlery and even foodware made from hardtorecycle plastics — nationwide by the end of 2021
11129,Federal regulators will fine Citibank 400 million for risk management deficiencies
11130,It comes in conjunction with a separate but related action by the Federal Reserve Board against Citibanks parent company Citigroup
11131,A police officer in Wauwatosa Wisconsin will not face criminal charges in the shooting death of 17yearold Alvin Cole an attorney representing Coles family says
11132,Facebook says it will remove content that urges Americans to report to the polls as unauthorized poll watchers if that content uses militarized language or when the intent is to intimidate voters
11133,Hurricane Delta weakens to a Category 1 storm but is forecast to regain major hurricane strength with winds of 115 mph by Thursday night
11134,President Trump has returned to the Oval Office breaking isolation after his hospitalization for coronavirus as an ongoing outbreak rips through his staff
11135,The office of Louisville Mayor Greg Fischer releases hundreds of pages from the Police Departments public integrity unit file on the investigation into the fatal shooting of Breonna Taylor
11136,Derek Chauvin the exMinneapolis police officer facing murder charges in George Floyds death has posted 1 million bail and is no longer in custody
11137,Americans are divided over Supreme Court nominee Amy Coney Barrett with 46% saying they dont want her confirmed according to a new CNN Poll
11138,Two highprofile ISIS fighters have been indicted on terrorism charges related to the hostagetaking and deaths of four Americans
11139,Former CIA and NSA Director Michael Hayden warns that reelecting President Trump would be very bad for America while endorsing Democratic nominee Joe Biden for president
11140,The Manhattan district attorney can obtain Trumps tax returns a federal appeals court rules
11141,The case is likely to head to the Supreme Court
11142,US stocks rebound from their sharp losses that followed the end of stimulus negotiations in the prior session
11143,Hurricane Delta makes landfall on the Yucatan peninsula
11144,Follow live updates
11145,Leaders of Greek neoNazi party Golden Dawn are guilty of running a criminal organization an Athens court ruled in a landmark verdict
11146,Two women share the 2020 Nobel chemistry prize for work in genome editing a technique described as rewriting the code of life
11147,The Seattle Storm have won the 2020 WNBA Finals sweeping the Las Vegas Aces
11148,Patricia and Mark McCloskey the St
11149,Louis homeowners who pointed guns at protesters have been indicted on weapons and tampering with evidence charges their attorney says
11150,Johnny Nash best known for his 1972 hit I Can See Clearly Now has died
11151,He was 80 years old
11152,Joe Biden says if President Trump still has Covid19 the next debate should not be held but that he would base his participation on what experts say
11153,Stephen Miller a top Trump aide has tested positive for coronavirus
11154,There are now at least 11 positive cases from an outbreak at the White House
11155,Vice President Pence will not have to use plexiglass barriers around him at Wednesday’s debate the debate commission says but both Sen
11156,Harris and the debate moderator will be allowed to have the barriers between them and Pence
11157,Rep
11158,Salud Carbajal a California Democrat has announced that he has contracted coronavirus
11159,A 16month congressional investigation into Amazon Apple Google and Facebook has found that the tech giants hold monopoly power in key business segments and have abused their dominance in the marketplace
11160,Facebook says it will ban any pages groups and Instagram accounts representing the conspiracy theory QAnon from its platform
11161,Eddie Van Halen the renowned lead guitarist of iconic rock group Van Halen has died
11162,He was 65
11163,US stocks take a dive after Trump says he has ordered an end to stimulus negotiations until after the November election
11164,President Trump says he is ending negotiations with congressional Democrats for a followup Covid19 stimulus bill until after the election
11165,The top US general Gen
11166,Mark Milley and several other senior Pentagon leaders are quarantining after exposure to coronavirus sources say
11167,Hurricane Delta is rapidly intensifying in the Caribbean and is expected to make landfall across northern portions of the Yucatan Peninsula in Mexico by Wednesday
11168,Southwest Airlines says it will ask employees to take pay cuts to keep their jobs according to a new companywide memo obtained by CNN
11169,Only four US states are showing downward trends in Covid19 cases according to data from Johns Hopkins University
11170,Follow live updates
11171,Biden holds his widest advantage over Trump just weeks before the election in a new CNN poll of likely voters
11172,The 2020 Nobel Prize in Physics goes to three scientists for pioneering work on black holes the darkest secrets of the universe
11173,The US Supreme Court reinstates South Carolinas requirement that absentee ballots have a witness signature
11174,Presidential candidate Joe Biden said that President Trump is responsible for contracting coronavirus faulting Trump for failing to wear masks and follow social distancing guidelines
11175,John McAfee the antivirus software magnate has been indicted for tax evasion in the US
11176,He was arrested in Spain
11177,President Trump returns to the White House and removes his mask while posing for a photo
11178,President Trump leaves Walter Reed to return to the White House just days after going to the hospital
11179,Packaged fruit sold by Walmart is being recalled because of concerns about listeria contamination the FDA says
11180,President Trump plans to participate in the next debate against Joe Biden October 15 in Miami his campaign spokesperson says
11181,President Trumps medical team gives an update on his condition after he said hes leaving Walter Reed medical center tonight
11182,Watch live
11183,The CDC again updates its guidance about how Covid19 spreads to include information about potential for airborne spread
11184,It had taken down similar guidance last month saying it was posted in error
11185,Two of White House press secretary Kayleigh McEnanys deputies have tested positive for coronavirus two sources tell CNN
11186,McEnany said earlier Monday that she had tested positive
11187,White House press secretary Kayleigh McEnany says she tested positive for Covid this morning and is not experiencing any symptoms
11188,Follow live updates
11189,Vice President Mike Pence and his wife Karen tested negative for Covid again this morning an administration official says
11190,Hes still scheduled to travel to Salt Lake City today ahead of Wednesdays debate there
11191,Tropical Storm Delta forms in the Caribbean and is forecast to strengthen into a hurricane before moving toward the US coast this week
11192,Heres the latest projected path
11193,White House Chief of Staff Mark Meadows says a decision about Trumps discharge from Walter Reed will be made later today after a consultation between the President and his doctors
11194,Follow live updates
11195,The 2020 Nobel Prize in Medicine goes to a trio of scientists for the discovery of the Hepatitis C virus a major global health challenge
11196,Presidential candidate Joe Biden tested negative for Covid19 today
11197,His campaign says it will disclose the result of every test he takes
11198,Attorney General William Barr has received four negative Covid19 tests since Friday morning Justice Department spokesperson says
11199,He is selfquarantining but anticipates returning to the DOJ midweek
11200,President Trump wearing a mask and waving made a surprise driveby for the crowd outside Walter Reed
11201,New Yorks mayor proposes closing schools and nonessential businesses in some neighborhoods because of higher positive coronavirus test rates
11202,Trump had two episodes of drops in oxygen but is continuing to improve and could return home tomorrow his doctors say
11203,President Trumps medical team is giving an update on his condition after his hospitalization for Covid19 treatment
11204,Shura Kitata secures an unlikely victory in the London Marathon as world record holder and prerace favorite Eliud Kipchoge fades in the closing stages
11205,One of the White House aides who works closest to President Donald Trump has tested positive for coronavirus a White House official says
11206,White House chief of staff Mark Meadows said in an interview with Fox News that President Trumps oxygen level dropped rapidly Friday morning but offered an upbeat assessment of his current status
11207,Police say they have closed down a road near Walter Reed Medical Center — where President Trump is hospitalized — because of a suspicious package an abandoned backpack
11208,ExNew Jersey Gov
11209,Chris Christie who has Covid19 has checked into a hospital as a precaution
11210,President Trump has received supplemental oxygen since his illness began a source close to the White House said
11211,New England Patriots quarterback Cam Newton has tested positive for Covid19 according to reports that cite league sources
11212,Former New Jersey Governor Chris Christie has tested positive for Covid19 days after helping President Trump prepare for the first presidential debate
11213,Tropical Storm Gamma has strengthened and now has sustained winds of 70 mph says the National Hurricane Center
11214,The next 48 hours will be critical for Trump as he fights Covid19 a source familiar with the Presidents health tells reporters
11215,Sen
11216,Ron Johnson is now the third Republican senator to test positive for Covid19 in under a day threatening plans for a quick SCOTUS confirmation
11217,The Los Angeles Medical Examiners autopsy report found that Dijon Kizzee a 29yearold Black man killed by Los Angeles County Sheriffs deputies in August was shot 16 times
11218,President Donald Trumps campaign manager Bill Stepien has tested positive for coronavirus according to a senior official
11219,Former White House adviser Kellyanne Conway says she has tested positive for Covid19
11220,She attended a Rose Garden event last week
11221,Sen
11222,Thom Tillis says he has tested positive for Covid19
11223,Hes the second member of the Senate Judiciary Committee after Mike Lee to say today that he has coronavirus
11224,After Joe Bidens campaign said it would pull negative ads following President Trumps Covid19 diagnosis the Presidents campaign said it will not make a similar move
11225,President Trump has landed on Marine One at Walter Reed medical center where he will be hospitalized for the next few days
11226,The Biden campaign is pulling all negative ads after President Trump was diagnosed with Covid19 a campaign aide says
11227,The White House says President Trump will be at Walter Reed hospital for several days
11228,President Trump is headed to Walter Reed hospital after being diagnosed with Covid19 according to the White House
11229,President Trump has had a fever since this morning a person familiar with the matter says
11230,Disgraced movie mogul Harvey Weinstein is charged with raping two more women in Los Angeles prosecutors said
11231,He faces 11 counts of sexual assault in Los Angeles County involving five women
11232,House Speaker Nancy Pelosi tested negative for Covid19 her deputy chief of staff says
11233,The Trump campaign says all the Presidents planned events are being postponed or going virtual
11234,The president of the University of Notre Dame tests positive for Covid19 the school says about a week after he was seen at the White House shaking hands and not wearing a mask during Amy Coney Barretts nomination
11235,The White House Correspondents Association says a journalist and a White House staffer have tested positive for coronavirus
11236,Audio recordings of secret proceedings in the Breonna Taylor case have been made public
11237,Businessman and TV host Zef Eisenberg died while trying to break a British land speed record in Yorkshire England when he lost control of the car he was driving a Porsche 911 Turbo S
11238,Sen
11239,Mike Lee a Republican on the Judiciary Committee says he tested positive for Covid19 just days after meeting in person with Supreme Court nominee Amy Coney Barrett
11240,Presidential nominee Joe Biden and his wife Jill Biden tested negative for coronavirus this morning their doctor said
11241,Supreme Court nominee Amy Coney Barrett tested negative for coronavirus today a White House spokesperson says
11242,Follow live updates
11243,Biden wishes Trump a swift recovery after news the President and first lady have tested positive for coronavirus
11244,Follow live updates
11245,The US added 661000 jobs in September and unemployment fell to 7
11246,The rate has never been this high going into an election
11247,Vice President Pence and his wife Karen tested negative for Covid this morning
11248,His spokesperson says he wishes the Trumps well in their recovery
11249,A source says Joe Biden is expected to get tested for coronavirus this morning after news of Trumps positive test just days after they shared a debate stage
11250,Follow live updates
11251,President Trump tweets that he and first lady Melania Trump have tested positive for Covid19
11252,President Trump says he and the first lady will begin a quarantine process as they await test results after a top aide tested positive for Covid19
11253,Secretly recorded audio shows Melania Trumps frustration at criticism for family separation policy and her bashing of Christmas decorations
11254,President Donald Trump has confirmed that top aide Hope Hicks has tested positive for coronavirus and said he and first lady Melania Trump were tested this evening
11255,Hope Hicks one of President Trumps top aides has tested positive for coronavirus sources say
11256,She traveled with Trump multiple times recently
11257,The House has approved a 2
11258,2 trillion coronavirus stimulus proposal put forward by Democrats yet theres no bipartisan deal in sight
11259,A federal judge has ruled that Attorney General Barr violated the law in how he chose the members of a law enforcement group commissioned by President Trump to investigate and make recommendations on the state of the criminal justice system
11260,Amazon has announced that 19816 of its frontline employees at Amazon and Whole Foods have tested positive or been presumed positive for the coronavirus during the pandemic
11261,The CDC and public health officials in several states are investigating a multistate Salmonella outbreak tied to pet bearded dragons and hedgehogs
11262,Texas Gov
11263,Greg Abbott is limiting the amount of dropoff locations for mailin ballots to one site per county
11264,The move significantly affects the Democratic stronghold of Harris County which is the states largest county by population
11265,The Diocese of Rockville Centre on Long Island has become the largest Roman Catholic diocese in the US to file for Chapter 11 bankruptcy after being named in more than 200 sexual assault lawsuits
11266,Italy has reported its highest daily increase in new coronavirus cases since April 24 according to figures from the country’s health ministry
11267,Fastfashion retailer HampM is closing 250 stores about 5% of its worldwide total next year as people are increasingly shopping online due to the coronavirus pandemic
11268,Another 837000 Americans filed for firsttime unemployment benefits last week on a seasonally adjusted basis
11269,That is slightly fewer than the prior week
11270,The EU has launched legal proceedings against the UK after it failed to withdraw legislation that would breach the Brexit deal both sides signed last year and break international law
11271,Japans Tokyo Stock Exchange halted all trading because of a technical glitch
11272,Its not clear when the exchange will be operational again
11273,Brad Parscale has stepped down from his role as a senior adviser to President Trumps campaign two sources close to the campaign say
11274,American Airlines says its poised to furlough 19000 workers starting tomorrow
11275,But the airline says its ready to reverse the furloughs should Congress strike a deal soon
11276,Initial reports suggest three rockets struck a base where US troops are located in Iraq a US defense official says
11277,There are no reports of US injuries or damage so far
11278,The Senate has approved a stopgap spending bill in order to avert a government shutdown just hours before funding was set to expire
11279,Seven people were shot at a funeral home in Milwaukee and are being treated for their injuries at a local hospital police officials say
11280,Clare Bronfman heiress to the Seagram liquor fortune was sentenced to nearly seven years in prison on charges stemming from her involvement with the cultlike group Nxivm
11281,Trump plans to participate in the next two presidential debates his campaign says
11282,Kentucky Attorney General Daniel Camerons office says he has been given until noon Friday to release the grand jury recordings in the Breonna Taylor case
11283,In the aftermath of an offtherails debate between Biden and Trump the Commission on Presidential Debates says it is considering structural changes moving forward
11284,I would say in the main it was done by the book
11285,It was appropriate and it was essential that it be done Comey said of the Russia investigation in a hearing before the Senate Judiciary Committee today
11286,The NFL postpones Sundays Pittsburgh SteelersTennessee Titans game
11287,Kentucky Attorney General Daniel Cameron has asked for a oneweek delay in the release of the grand jury recordings in the Breonna Taylor case
11288,The Bureau of Economic Analysis publishes its third look at US gross domestic product the broadest measure of the economy
11289,Serena Williams has pulled out of the French Open ahead of her scheduled second round match against Tsvetana Pironkova
11290,President Trump will get the first question as he and Joe Biden hit the debate stage now
11291,Follow live
11292,A federal judge in California has blocked a Trump administration rule that wouldve hiked up naturalization fees by more than 80% and charged a firsttime fee for asylum applicants days before the regulation was set to take effect
11293,Disney is laying off 28000 US workers as the coronavirus pandemic hammers its theme park business
11294,Joe Biden and his wife paid nearly 300000 in federal income tax last year
11295,Sen
11296,Kamala Harris released her 2019 returns as well
11297,Nearly 100000 Brooklyn voters will be sent new ballots after they may have received absentee ballot return envelopes with the wrong address and names printed on them the New York City Board of Elections says
11298,Two NFL teams suspend inperson activities following positive Covid19 test results
11299,New York City could implement further Covid19 restrictions as early as tomorrow Mayor Bill de Blasio says
11300,US stocks open lower with investors skeptical about a new stimulus plan
11301,The Emir of Kuwait Sheikh Sabah AlAhmad AlJaber AlSabah has died at the age of 91 after ruling the Gulf state for 14 years
11302,Multiple people were killed in a hostage situation in Salem Oregon officials say
11303,The sheriffs office didnt say how many people died
11304,Coronavirus has killed 1 million people worldwide
11305,Experts fear the toll may double before a vaccine is ready
11306,Microsoft 365 was down Monday evening across the US affecting users access to multiple services including Outlook
11307,President Trump announces a plan to send 150 million rapid coronavirus tests around the country to help with school reopening efforts
11308,Smalldollar contributors have given more than 300 million to Democratic candidates and causes since Supreme Court Justice Ruth Bader Ginsburgs death says a spokesperson for ActBlue
11309,Canada reports 700 new Covid19 cases in Ontario a single day record for the nations largest province since the start of the pandemic
11310,Follow live updates
11311,Tens of thousands of people in wine country are fleeing as California battles blazes that have burned 26 times the number of acres destroyed last year
11312,The US stock market rallies at the opening bell ignoring negative headlines that weighed on the market over the past few weeks in favor of hopes for a stimulus deal
11313,At least 16 workers in southwest China were killed after they became trapped underground in a coal mine and exposed to unsafe levels of carbon monoxide Chinese state media reported
11314,A federal judge blocks for now a US government ban on downloads of TikTok just hours before the policy was set to take effect
11315,Trump has paid no federal income taxes whatsoever in 10 of the past 15 years beginning in 2000 a New York Times report says
11316,Joe Biden Never before in our nations history has a Supreme Court justice been nominated and installed while a presidential election is already underway
11317,It defies every precedent
11318,Joe Biden says Trumps nomination of Amy Coney Barrett to the Supreme Court and Senate Republicans promise to quickly confirm her is about overturning Obamacare
11319,Joe Biden responds to Trump nominating Amy Coney Barrett to the Supreme Court
11320,Follow live updates
11321,Senate Judiciary Chairman Lindsey Graham says the committee will approve Amy Coney Barretts Supreme Court nomination on October 22 setting up a full Senate vote by the end of the month
11322,House Speaker Nancy Pelosi criticizes Trumps swift move to make a Supreme Court pick saying hes moving quickly to fill the vacancy before the court hears a case on the Affordable Care Act
11323,House Speaker Nancy Pelosi and Jill Biden appear on State of the Union in the wake of Amy Coney Barretts nomination to the Supreme Court
11324,Police in Louisville arrested 28 people Saturday night as protesters demanding justice for Breonna Taylor again took to the street
11325,A suspect is in custody after an officer was injured at the Los Angeles Police Departments Harbor Community Station authorities say
11326,A federal prosecutor in Massachusetts accuses Attorney General William Barr of a dangerous abuse of power by politicizing his position
11327,President Trump is nominating conservative federal appeals court judge Amy Coney Barrett to succeed Ruth Bader Ginsburg on the Supreme Court
11328,A hurricane force wind warning was issued for parts of the Gulf of Alaska and seas higher than 25 feet are forecast
11329,Residents in Lake Jackson Texas are being told not to use the water because a braineating amoeba was found in the supply
11330,Seven other southeast Texas cities had been warned but have since been cleared
11331,Cynthia HerriottSullivan is named interim chief of the Rochester Police Department as the city deals with the aftermath of the death of Daniel Prude in police custody
11332,US reports highest new coronavirus cases total for a single day since midAugust according to Johns Hopkins University
11333,A white supremacist was killed in a shootout with California deputies according to the San Luis Obispo Sheriffs Office
11334,Cincinnati Reds broadcaster Thom Brennaman reportedly has resigned after he was heard onair using an antigay slur
11335,He had been suspended since the incident last month
11336,A federal judge orders the acting director of the Bureau of Land Management to step aside finding that he has served unlawfully for more than 400 days
11337,While bars in New Orleans remain closed because of coronavirus restrictions the city will now allow restaurants to serve alcoholic drinks togo
11338,Local officials in Pennsylvania say nine ballots were discarded in error by a temporary seasonal independent contractor
11339,The Justice Department says seven of the ballots were for President Trump
11340,At least 25 people were killed when a Ukrainian Air Force transport plane crashed near Chuguev officials say
11341,A powerful Vatican cardinal has resigned after he says he was accused of embezzlement
11342,Two officials at a Massachusetts veterans home have been indicted after a deadly coronavirus outbreak at the facility
11343,Ron Paul the former congressman and presidential candidate says hes doing fine after he was hospitalized after an apparent medical episode
11344,President Trump intends to choose Amy Coney Barrett to be the new Supreme Court justice multiple senior GOP sources with knowledge of the process say
11345,The US has surpassed 7 million confirmed cases of Covid19 and nearly half of the states are reporting rising numbers of new cases
11346,Florida Gov
11347,DeSantis clears bars and restaurants to return to 100% capacity but still gives municipalities some discretion to impose restrictions
11348,A federal judge signals she wants to see more evidence about whether political influence played a role in the Justice Departments decision to release texts between former FBI employees Lisa Page and Peter Strzok
11349,Outdoor dining will be permanent and yearround in New York City Mayor Bill de Blasio announces
11350,Follow live updates on the coronavirus
11351,Breonna Taylors family attorney says the grand jury transcripts should be made public because they are baffled as to what evidence was seen
11352,Virginias Democratic Gov
11353,Ralph Northam and his wife have tested positive for Covid19 according to a statement from his office
11354,Justice Ruth Bader Ginsburg is honored at the US Capitol and will be the first woman to lie in state there
11355,Follow live updates
11356,Several people were stabbed near the former offices of French satirical magazine Charlie Hebdo site of a 2015 terror attack police say
11357,A London police officer has died after being shot the citys Metropolitan Police Service says
11358,The Pac12 Conference has decided to reverse course and will play football this fall
11359,Bostons historic Fenway Park will serve as an early voting center for two days in October
11360,The Supreme Court has denied a request to stop the federal execution of Christopher Vialva scheduled for Thursday night in Terre Haute Indiana
11361,Two solicitation of prostitution charges filed against New England Patriots owner Robert Kraft in Florida have been dropped court documents show
11362,A Seattle police officer captured on video rolling his bicycle over the head of a protester who was laying in the street is now on administrative leave
11363,Republican Ohio Gov
11364,Mike DeWine says he will issue a proclamation activating around 300 state National Guard members ahead of Tuesdays first presidential debate in Cleveland
11365,The Department of Homeland Security is proposing changes to visas for students exchange visitors and foreign media that potentially limit the length of time they can remain in the US
11366,The Sacramento County Sheriffs Department has fired a deputy who was seen in a viral video punching a 14yearold boy
11367,An ensemble forecast published by the CDC now projects there will be 214000 to 226000 Covid19 deaths in the US by Oct
11368,Nearly 130 people were arrested Wednesday in Louisville protests over the Breonna Taylor case the citys interim police chief says
11369,Louisville is working to release some information related to the Breonna Taylor investigation the citys mayor says
11370,Fauci says of Covid19 theres good enough data to say that aerosol transmission does occur
11371,Louisville police shooting suspect Larynzo Johnson has been charged with assault and wanton endangerment of an officer
11372,Follow live updates
11373,FDA chief Dr
11374,Stephen Hahn still wont comment on Trumps threat to override vaccine rules
11375,Mary Trump President Trumps niece has filed a lawsuit accusing him and his siblings of committing fraud in order to deprive her of her interests in the family realestate empire built by Fred Trump Sr
11376,President Trump and Melania Trump paid their respects to Supreme Court Justice Ruth Bader Ginsburg as a crowd protested their presence
11377,Lonita Baker the attorney for Breonna Taylors mother said the grand jurys result does not make legal sense and that Kentuckys attorney general failed
11378,Another 870000 workers filed firsttime claims for unemployment benefits on a seasonally adjusted basis last week
11379,Sir Harold Evans the legendary BritishAmerican newspaper editor and publisher has died at the age of 92 his employer Reuters confirmed
11380,A South Korean official was shot dead after crossing a maritime border into North Korea Seoul officials say
11381,Two Louisville police officers have been shot officials say and one suspect is in custody
11382,Follow live updates as protests continue around the US
11383,An officer has been shot Louisville Metro Police Department says without providing additional details
11384,Follow live updates
11385,A second wave of coronavirus is already underway in most of Canada Prime Minister Justin Trudeau says
11386,Members of the Kentucky National Guard and Kentucky State Police have been activated to work in Louisville the governor says
11387,Follow live updates
11388,The CDC now says thousands of passengers on board commercial flights may have been exposed to coronavirus since the start of 2020
11389,Teresa Parson wife of Missouri Gov
11390,Mike Parson has tested positive for Covid19
11391,Ben Crump attorney for the family of Breonna Taylor said of the grand jurys decision This is not fully what we wanted but it brings us closer to justice
11392,Exofficer Brett Hankison is charged with wanton endangerment in the fatal shooting of Breonna Taylor
11393,Two other police officers were not indicted
11394,Follow live updates
11395,Deborah Birx has confided to aides and friends that she is distressed with the direction of the White House coronavirus task force describing the situation as nightmarish sources say
11396,The Metropolitan Opera announces it has canceled the entire 202021 season due to the ongoing health crisis
11397,Ahead of an expected news conference on the Breonna Taylor case Louisvilles mayor announces a curfew beginning 9 p
11398,tonight
11399,In a heated exchange Dr
11400,Fauci challenges Sen
11401,Rand Pauls assertion that New Yorks current low positivity rate is attributable to community immunity If you believe 22% is herd immunity I believe youre alone in that
11402,The longawaited findings of a grand jury probe into the fatal police shooting of Breonna Taylor will be announced by Kentuckys Attorney General this afternoon
11403,More than 90% of the population remains susceptible to Covid19 CDC Director Dr
11404,Robert Redfield says
11405,CDC Director Dr
11406,Robert Redfield says young people are major contributors to the spread of Covid19
11407,Supreme Court Chief Justice John Roberts describes how Ginsburg a bookkeepers daughter rose to the Supreme Court
11408,Fauci and CDC Director Dr
11409,Redfield testify before the Senate on US Covid19 response
11410,More than 100 of Justice Ginsburgs former clerks meet her casket at the Supreme Court steps
11411,Justice Ruth Bader Ginsburgs casket arrives at the Supreme Court where her body will lie in repose
11412,Follow live updates
11413,Johnson Johnsons Covid19 vaccine the only US candidate being studied as a singledose vaccine becomes the fourth to enter Phase 3 trials
11414,Russian opposition politician Alexey Navalny has been discharged from the hospital after his nearfatal poisoning and could potentially make a complete recovery according to the German hospital which has been treating him
11415,The House has approved a deal that would fund the government until December 11
11416,Cindy McCain the wife of late Republican Sen
11417,John McCain has announced her endorsement of Joe Biden for president
11418,An independent autopsy commissioned by the family of 29yearold Dijon Kizzee found that he was struck 15 times by Los Angeles County Sheriffs Department deputies last month family attorneys say
11419,Tommy DeVito a founding member of the band The Four Seasons has died of Covid19 complications at 92
11420,Speaker Pelosi and Treasury Secretary Mnuchin have reached an agreement on government funding likely avoiding a shutdown at the end of the month
11421,Vanessa Bryant is suing the Los Angeles County Sheriffs Department and Sheriff Alex Villanueva for a photo leak of the helicopter crash that killed her husband NBA legend Kobe Bryant their daughter Gianna and seven others
11422,Notre Dames football game this Saturday has been postponed after multiple players tested positive for Covid19
11423,Maines Supreme Court has sided with the states Democratic secretary of state and rejected a Republican challenge to rankedchoice voting in the upcoming election
11424,What seemed unthinkable six months ago is now true 200000 people in the US — parents children family and friends — have died from coronavirus
11425,New York adds five more states to its quarantine list
11426,Follow live updates on the coronavirus
11427,GOP Sen
11428,Mitt Romney says hes on board with considering a Supreme Court nominee before the election all but ensuring Trumps pick will be confirmed
11429,Police order people to shelter in place after a gunman barricaded at a suburban Atlanta home in Cobb County fires shots
11430,Chinese tycoon who criticized President Xi Jinpings handling of the pandemic has been jailed for 18 years on corruption charges
11431,Florida Gov
11432,DeSantis proposes sweeping legislation that threatens felonies and increased jail time for people who attend protests that turn violent or disorderly
11433,A federal judge dismisses a lawsuit by the Trump campaign challenging Nevadas mailin voting law
11434,The Justice Department labels three cities anarchy jurisdictions — New York Seattle and Portland Oregon
11435,The overtly political announcement is certain to trigger legal challenges
11436,The CDC abruptly reverted to its previous guidance about how coronavirus is transmitted removing language about airborne transmission it had posted just days earlier
11437,A rescue mission is underway in Tasmania Australia where hundreds of pilot whales are stranded on a sandbar
11438,Wildlife authorities say they dont know how many might already be dead
11439,Justice Ruth Bader Ginsburg will lie in repose at the US Supreme Court building on Wednesday and Thursday the court announces
11440,General Electric one of the worlds largest makers of coalfired power plants says it is shifting its power business to focus on cleaner alternatives instead
11441,Trump says his Supreme Court pick will likely be named on Friday or Saturday and that hes down to four or five people
11442,Nikola founder Trevor Milton has stepped down as executive chairman after a short seller accused the hydrogen and electric truck startup of misleading investors and overstating the value of a business deal
11443,The CDC updated its guidance to say the coronavirus spreads through small particles that can linger in the air not only through close contact
11444,American Bryson DeChambeau wins his first major golf title with a sixstroke victory in the US Open
11445,host Giuliana Rancic says she has tested positive for Covid19
11446,A woman suspected of sending the poison ricin to President Trump was arrested trying to enter the US from Canada with a gun a US law enforcement official said
11447,Four people were killed when a small plane crashed while trying to make an emergency landing in Hilltop Lakes Texas an official says
11448,The EPA has added original PineSol to the list of cleaners that can kill coronavirus on hard surfaces
11449,The outer bands of Tropical Storm Beta one of several storms creating a recordbreaking Atlantic hurricane season are lashing the Texas coast
11450,Tadej Pogacar who celebrates his 22nd birthday on Monday becomes the youngest Tour de France winner since 1904
11451,Lisa Murkowski becomes the second Republican senator to say she opposes taking up a Supreme Court nomination prior to Election Day
11452,Asked if there was any way the Democrats could slow down Senate Republicans Pelosi said Everyone to get out there and vote
11453,A federal judge has temporarily blocked President Trumps executive order banning WeChat downloads in the US
11454,Bill Clinton says its superficially hypocritical for Trump and Senate Republicans to push to install a new Supreme Court justice before the election
11455,Former President Bill Clinton speaks to Jake Tapper about Justice Ruth Bader Ginsburgs legacy and the fight brewing over the Supreme Courts future
11456,Follow live updates
11457,Lee Kerslake drummer for Ozzy Osbourne and rock band Uriah Heep has died according to statements from the band
11458,President Trump says he expects to announce his Supreme Court pick next week and that it will most likely be a woman
11459,President Trump says he has approved a deal between Oracle and TikToks parent company but its unclear if that will avert restrictions on TikTok
11460,A 20yearold Oklahoma State University bull rider has died after being injured during a rodeo in Mineral Wells Texas
11461,Sen
11462,Lindsay Graham chairman of the judiciary committee says he will support President Trump in any effort to move forward to fill Justice Ginsburgs place on the Supreme Court
11463,A package addressed to President Trump containing the poison ricin was intercepted by law enforcement two officials say
11464,The FBI and Secret Service are investigating
11465,The White House wants to announce President Trumps nominee to fill Justice Ruth Bader Ginsburgs vacant seat on the Supreme Court before the first presidential debate an adviser close to the process says
11466,President Trump in his first tweets following the death of Justice Ruth Bader Ginsburg says Republicans have an obligation to fill Ginsburgs vacancy on the Supreme Court without delay
11467,Russian opposition politician Alexey Navalny says he is still unable to pour himself a glass of water but is on a clear road towards recovering from his nearfatal poisoning
11468,Two people were killed and fourteen others were wounded during a shooting in Rochester New York police say
11469,A preliminary 4
11470,5magnitude earthquake jolted the Southern California area late Friday night
11471,Senate Majority Leader McConnell says President Trumps nominee to replace Justice Ginsburg will receive a vote on the floor of the United States Senate
11472,Supreme Court Justice Ruth Bader Ginsburg a legal pioneer has died the court says
11473,She was 87
11474,The Trump administration argued against a challenge to its 2020 census plans by saying the Constitution requires a count but does not say it must be accurate
11475,The US military says its sending armored vehicles and other assets to Syria to protect US troops fighting ISIS on the same day President Trump said we are out of Syria and that remaining US forces there are guarding the oil
11476,The US Postal Service agrees to stop its election mailer in Colorado according to the state official who sued over the mailers saying they include information that would mislead voters
11477,Raytheon will cut 15000 jobs as a result of the downturn in commercial air travel more than double the number the aerospace giant had forecast
11478,The CDC rolls back changes made last month to its coronavirus guidelines on testing people who dont have symptoms
11479,It once again stresses that anyone who has been in contact with an infected person should be tested
11480,The White House says 13 billion in additional aid will be sent to Puerto Rico to help rebuild from 2017s Hurricane Maria
11481,A state judge in Michigan rules that absentee ballots postmarked before Election Day can be counted if they arrive two weeks after polls close
11482,The US extends travel restrictions on its shared borders with Canada and Mexico through Oct
11483,Follow live updates on the coronavirus
11484,A firefighter has been killed in Californias El Dorado Fire which has scorched more than 19000 acres since it was sparked by a gender reveal party over Labor Day weekend
11485,The US government says it will ban downloads of the Chineseowned apps WeChat and TikTok starting on Sunday
11486,Ianos a rare hurricanelike storm in the Mediterranean makes landfall over western Greece
11487,In a historic move a judge orders the USPS to begin treating all election mail as firstclass mail and undo any changes made by the postmaster general
